year,make,model,mileage,title_status,location,engine,drivetrain,transmission,body_style,exterior_color,interior_color,num_modifications,sale_price,date,url,image_url,has_forced_induction,state
2004,Porsche,996 911,81300,Clean,"Miami, FL 33166",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Black,Black,4,45000,4/28/23,https://carsandbids.com/auctions/3y7W0JXL/2004-porsche-911-turbo-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/KV4gRk20-qbyBzv-Dmm-(edit).jpg?t=168197300959",1,FL
2001,Porsche,996 911,88500,Clean,"Burlingame, CA 94010",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Lapis Blue Metallic,Metropol Blue,2,23500,4/20/23,https://carsandbids.com/auctions/rxY8NkQ0/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/r4GDw7Py-zOtjBHQJxK-(edit).jpg?t=168065238682",0,CA
2002,Porsche,996 911,123800,Clean,"Naperville, IL 60563",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,5,28500,4/19/23,https://carsandbids.com/auctions/9aBGBzXm/2002-porsche-911-targa,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/rxRolmMO-HzrU5PsUSi-(edit).jpg?t=168090233182",0,IL
2001,Porsche,996 911,115700,Clean,"Seattle, WA 98115",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Black,Gray,6,16750,4/13/23,https://carsandbids.com/auctions/9WMqVyZq/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/9Aq0w5J5-IHYAjpUmLU-(edit).jpg?t=168032900209",0,WA
2001,Porsche,996 911,122200,Clean,"Ashland, OR 97520",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Graphite Gray,16,23500,4/10/23,https://carsandbids.com/auctions/KVVzRmPx/2001-porsche-911-carrera-4-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/rxYoXD8O-QXU9_h-987-(edit).jpg?t=168016551713",0,OR
2001,Porsche,996 911,65600,Clean,"Naperville, IL 60563",3.4L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Rainforest Green Metallic,Savanna Beige,0,35500,3/29/23,https://carsandbids.com/auctions/92RwzOn4/2001-porsche-911-carrera-4-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/rkDdW8lO-7J8qVS4eWB-(edit).jpg?t=167910724711",0,IL
2002,Porsche,996 911,99300,Clean,"Roseville, CA 95747",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Basalt Black Metallic,Black,1,19750,3/28/23,https://carsandbids.com/auctions/35pjgWVY/2002-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/438ad923cef6d8239e95d61e7d6849486bae11d9/photos/r4W1qz4x-Jq4jWkCaVZ-(edit).jpg?t=167086829400",0,CA
1999,Porsche,996 911,119000,Clean,"Aptos, CA 95003",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Coupe,Vesuvio Metallic,Natural Brown,8,20100,2/22/23,https://carsandbids.com/auctions/9lXyRpLm/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/438ad923cef6d8239e95d61e7d6849486bae11d9/photos/rwe01jvx-WSfKGRjfG_-(edit).jpg?t=167466297516",0,CA
2003,Porsche,996 911,68700,Clean,"Chandler, AZ 85226",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Seal Grey Metallic,Black,0,24750,2/17/23,https://carsandbids.com/auctions/K1m7g444/2003-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/438ad923cef6d8239e95d61e7d6849486bae11d9/photos/9lvXoGkN-g-Bfftnpde-(edit).jpg?t=167570924671",0,AZ
1999,Porsche,996 911,161700,Clean,"Oakland, CA 94618",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Coupe,Arctic Silver Metallic,Black,6,15996,2/15/23,https://carsandbids.com/auctions/3742qM4x/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/8864cd06c16cf34eddf5229bf01bf6bfafe9d766/photos/3gAaXGxz-A0n4PRP1tZ-(edit).jpg?t=167484819698",0,CA
2002,Porsche,996 911,8400,Clean,"Orlando, FL 32809",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Seal Grey Metallic,Black,0,38000,2/9/23,https://carsandbids.com/auctions/3p5GdxLg/2002-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/r4Dbzw6p-2bZXgSxGd9-(edit).jpg?t=167504798489",0,FL
2001,Porsche,996 911,121100,Clean,"Savannah, GA 31405",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Black,Black,2,17996,2/2/23,https://carsandbids.com/auctions/rxBGZJX6/2001-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9004500a220bf3a3d455d15ee052cf8c332606f8/photos/37eqZJmv-aWwWMKMBE--(edit).jpg?t=167411017098",0,GA
2002,Porsche,996 911,38900,Clean,"Grand Rapids, MI 49548",3.6L Turbocharged Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,5,95000,1/31/23,https://carsandbids.com/auctions/KmGxnk4N/2002-porsche-911-gt2,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/KmowQjaN-ToWghAZ-IG-(edit).jpg?t=167433810733",1,MI
1999,Porsche,996 911,134400,Clean,"Hercules, CA 94547",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Coupe,Arctic Silver Metallic,Gray,3,15500,1/30/23,https://carsandbids.com/auctions/rEVWYxVa/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/3v0qGOBB-QXNrb-3hg2h2-9CJsqay3bn.jpg?t=167407111809",0,CA
2004,Porsche,996 911,70400,Clean,"Costa Mesa, CA 92627",3.6L Flat-6,4WD/AWD,Automatic (5-Speed),Coupe,Arctic Silver Metallic,Black,1,30750,1/23/23,https://carsandbids.com/auctions/3LkyOYVY/2004-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/3y45zDyd-TtkrZ0FY3r-(edit).jpg?t=167376310468",0,CA
2004,Porsche,996 911,84300,Clean,"Concord, NC 28027",3.6L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Polar Silver Metallic,Metropol Blue,5,20000,1/17/23,https://carsandbids.com/auctions/3L0yRNkR/2004-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/171ab1e538119e13fa98382f268326fc825fdc20/photos/36d8X4EP-ltLWeWeDWb.jpg?t=167243351266",0,NC
2001,Porsche,996 911,139800,Clean,"La Jolla, CA 92037",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Coupe,Guards Red,Black,2,14700,12/20/22,https://carsandbids.com/auctions/KV0D5kQ0/2001-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/438ad923cef6d8239e95d61e7d6849486bae11d9/photos/KDvzx01R-fj6vgyvGp0-(edit).jpg?t=166811225673",0,CA
2002,Porsche,996 911,107200,Clean,"Spring, TX 77381",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Arctic Silver Metallic,Black,2,22250,12/16/22,https://carsandbids.com/auctions/3zqZlLQP/2002-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/9eG7JQR8--gue2PAZ5z-(edit).jpg?t=167041291486",0,TX
2004,Porsche,996 911,85500,Clean,"Irvine, CA 92618",3.6L Flat-6,4WD/AWD,Automatic (5-Speed),Convertible,Black,Black,4,27250,12/14/22,https://carsandbids.com/auctions/rbLdEqq2/2004-porsche-911-carrera-4s-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/438ad923cef6d8239e95d61e7d6849486bae11d9/photos/K11zqW04-yC8U6zS15B-(edit).jpg?t=166905460558",0,CA
2004,Porsche,996 911,55800,Clean,"Estes Park, CO 80517",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Guards Red,Savanna Beige,4,40000,12/5/22,https://carsandbids.com/auctions/rbodXqkk/2004-porsche-911-carrera-4s-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/9lZVldWE-b2F621hQsW-(edit).jpg?t=166725874970",0,CO
2002,Porsche,996 911,105100,Clean,"San Antonio, TX 78216",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Lapis Blue Metallic,Graphite Grey,11,26500,11/28/22,https://carsandbids.com/auctions/3pjoz0YB/2002-porsche-911-targa,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/rEMJ0l4e-yKar-p9_6C-(edit)2-W51fm3CR5n.jpg?t=166649133277",0,TX
1999,Porsche,996 911,102700,Clean,"Dripping Springs, TX 78620",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Arctic Silver Metallic,Graphite Grey,1,17250,11/28/22,https://carsandbids.com/auctions/rMYo2n1k/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/ee7f173e46ec801a48d1673c50f9cebaa1bf2854/photos/9n2yjGkG-8XLeg3Q8nm-(edit).jpg?t=166854414908",0,TX
2002,Porsche,996 911,55300,Clean,"Sewickley, PA 15143",3.9L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,17,29500,11/23/22,https://carsandbids.com/auctions/3vAG8MLk/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/3BmxVjwB-79bTUIsjLb-(edit).jpg?t=166777080247",0,PA
2001,Porsche,996 911,64600,Clean,"Auburn, CA 95603",3.6L Turbocharged Flat-6,4WD/AWD,Automatic (5-Speed),Coupe,Yellow,Black,16,50000,11/22/22,https://carsandbids.com/auctions/rMMMX0Ap/2001-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/3q1XlN75-F3u6h82v0W-(edit).jpg?t=166761253322",1,CA
2000,Porsche,996 911,83100,Clean,"Fort Myers, FL 33912",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Guards Red,Savannah Beige,3,26000,11/11/22,https://carsandbids.com/auctions/rN4MxOdX/2000-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/370X5wdx-C50pD1v3pd-(edit).jpg?t=166726328856",0,FL
2001,Porsche,996 911,29300,Clean,"Millersville, MD 21108",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Orient Red Metallic,Brown,1,65500,11/11/22,https://carsandbids.com/auctions/rGgBYbMo/2001-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/1477bbe21e8d6b5e719c7c3ccab577fd47dd8cc3/photos/r4BRJZlD-0PTr0zfRaD-(edit).jpg?t=166657993945",1,MD
1999,Porsche,996 911,40200,Clean,"Seal Beach, CA 90740",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Mirage Metallic,Nephrite Green,1,23750,11/4/22,https://carsandbids.com/auctions/KZ04XQo9/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/1477bbe21e8d6b5e719c7c3ccab577fd47dd8cc3/photos/r4Ybd6lL-KwjPftlCR0-(edit).jpg?t=166656094743",0,CA
1999,Porsche,996 911,123000,Clean,"Rosemead, CA 91770",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,9,20250,11/3/22,https://carsandbids.com/auctions/9WMPVOJB/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/3ONXaJDY-D31Bx5c2sE-(edit).jpg?t=166564026756",0,CA
2001,Porsche,996 911,28300,Clean,"Sherman Oaks, CA 91403",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Polar Silver Metallic,Metropol Blue,6,67200,10/31/22,https://carsandbids.com/auctions/rkQAdOeb/2001-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/438ad923cef6d8239e95d61e7d6849486bae11d9/photos/9l4gORp5-TpGjH7fn4t-(edit).jpg?t=166630118135",1,CA
2004,Porsche,996 911,35500,Clean,"Palm Harbor, FL 34683",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,GT Silver Metallic,Natural Grey,1,41850,10/25/22,https://carsandbids.com/auctions/KYZMGdMA/2004-porsche-911-carrera-coupe-40th-anniversary-edition,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/4822e9034b0b6b357b3f73fabdfc10e586c36f68/photos/3o2LmLWo-Ldv94uC7f1-(edit).jpg?t=166567488902",0,FL
2002,Porsche,996 911,121600,Clean,"Raleigh, NC 27615",6.0L V8,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,32,26500,10/18/22,https://carsandbids.com/auctions/rxV7kL4j/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/8864cd06c16cf34eddf5229bf01bf6bfafe9d766/photos/KYZAk8DP-11FbgmX84u-(edit).jpg?t=166502223772",0,NC
1999,Porsche,996 911,74300,Clean,"Fort Lauderdale, FL 33314",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Black,Black,2,20000,10/13/22,https://carsandbids.com/auctions/rN2Bdg07/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/ee7f173e46ec801a48d1673c50f9cebaa1bf2854/photos/rGWPNP24-HhtoW_YekI-(edit).jpg?t=166395645329",0,FL
1999,Porsche,996 911,40800,Clean,"Labadie, MO 63055",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Black,Black,3,27000,10/10/22,https://carsandbids.com/auctions/KVXvekMl/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/rEJoYL1d-hHB3T5pbTX-(edit).jpg?t=166390925612",0,MO
1999,Porsche,996 911,134900,Clean,"Manhattan, KS 66502",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Black,Black,6,21250,9/22/22,https://carsandbids.com/auctions/92DwxwVb/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/3oYG8Nj2-arMteNmYzg-(edit).jpg?t=166266184617",0,KS
2000,Porsche,996 911,32500,Clean,"Sheridan, IN 46069",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Black,Black,0,27250,9/13/22,https://carsandbids.com/auctions/r4W4nBng/2000-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/r4GZpQog--NkWInK_1h-(edit).jpg?t=166162280858",0,IN
2004,Porsche,996 911,80000,Clean,"Cincinnati, OH 45227",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,GT Silver Metallic,Natural Grey,4,38500,8/4/22,https://carsandbids.com/auctions/rNjXBoaX/2004-porsche-911-carrera-coupe-40th-anniversary-edition,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/30R0pLAp-nQJ3fW0Zwu-(edit).jpg?t=165816935950",0,OH
2000,Porsche,996 911,167000,Clean,"Boulder Creek, CA 95006",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Polar Silver Metallic,Black,6,14110,7/21/22,https://carsandbids.com/auctions/Km12YNLx/2000-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/9QqyORvk-2zZjQ1YseK-(edit).jpg?t=165655797329",0,CA
1999,Porsche,996 911,121100,Clean,"Windermere, FL 34786",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arena Red Metallic,Savannah Beige,3,23500,7/20/22,https://carsandbids.com/auctions/KYYbXGAJ/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/rMbvg2g8-psDfIruDU--(edit).jpg?t=165586420911",0,FL
1999,Porsche,996 911,64700,Clean,"Coronado, CA 92118",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Guards Red,Savannah Beige,8,26000,7/5/22,https://carsandbids.com/auctions/rNj2pWRG/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/KPGqgnDQ-ZMnruG7gSM-(edit).jpg?t=165602834208",0,CA
2002,Porsche,996 911,110200,Clean,"Los Angeles, CA 90026",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Lapis Blue Metallic,Savannah Beige,7,22550,6/22/22,https://carsandbids.com/auctions/30PPOqeR/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/KY5XLk0v-4S8isRZ2ly-(edit).jpg?t=165437749617",0,CA
2002,Porsche,996 911,79400,Clean,"Valley Stream, NY 11580",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Lapis Blue Metallic,Boxster Red,8,25125,6/15/22,https://carsandbids.com/auctions/9AbgRlxw/2002-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/171ab1e538119e13fa98382f268326fc825fdc20/photos/rkVanA1b-PdClqrvfxE-(edit).jpg?t=165327650306",0,NY
2002,Porsche,996 911,94000,Clean,"Savannah, GA 31405",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Arctic Silver Metallic,Black,3,23750,6/8/22,https://carsandbids.com/auctions/3vAGlZdd/2002-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/ee7f173e46ec801a48d1673c50f9cebaa1bf2854/photos/3pZVL8mn-Ffmmtz93Ay-(edit).jpg?t=165368356600",0,GA
2004,Porsche,996 911,49000,Clean,"New Hartford, NY 13413",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Arctic Silver Metallic,Metropol Blue,9,60500,6/7/22,https://carsandbids.com/auctions/rNMXRpzE/2004-porsche-911-turbo-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/9aAjEnLl-SVygajfwSV-(edit).jpg?t=165350860771",1,NY
2002,Porsche,996 911,80800,Clean,"Marysville, OH 43040",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Arctic Silver Metallic,Metropol Blue,3,18000,5/31/22,https://carsandbids.com/auctions/3gYRR27y/2002-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/37e0d12ee547ba13beecbc1def609de677e2b565/photos/r46MW0JP-JiGzupToDI-(edit).jpg?t=165298263610",0,OH
2003,Porsche,996 911,47500,Clean,"Rhinebeck, NY 12572",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,1,32500,5/26/22,https://carsandbids.com/auctions/3Leq12aG/2003-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/8864cd06c16cf34eddf5229bf01bf6bfafe9d766/photos/3Bpdbdbb-gOvrj5Qd8V-(edit).jpg?t=165258302538",0,NY
2002,Porsche,996 911,138000,Clean,"Santa Monica, CA 90404",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,2,22000,5/25/22,https://carsandbids.com/auctions/9QqoDwaE/2002-porsche-911-targa,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da6e8a1d4896127a9d2adf83461993b45339474c/photos/3R0G8GmN-4VNeZ2_9P4-FxHe49P_ky.jpeg?t=165222694672",0,CA
2002,Porsche,996 911,122100,Clean,"Palm Bay, FL 32905",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Seal Grey Metallic,Black,7,24750,5/18/22,https://carsandbids.com/auctions/9lvGkZ0G/2002-porsche-911-targa,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da6e8a1d4896127a9d2adf83461993b45339474c/photos/KYY1qPlJ-ivji_XFqAI.jpg?t=165188632585",0,FL
2005,Porsche,996 911,35900,Clean,"Danville, CA 94526",3.6L Turbocharged Flat-6,4WD/AWD,Automatic (5-Speed),Convertible,Black,Natural Brown,5,63500,5/17/22,https://carsandbids.com/auctions/3g7x0JZe/2005-porsche-911-turbo-s-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/rb0MyPLy-iEIZRPM3vO-(edit).jpg?t=165174827653",1,CA
2002,Porsche,996 911,99400,Clean,"Roseville, CA 95661",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Lapis Blue Metallic,Graphite Gray,6,19996,4/25/22,https://carsandbids.com/auctions/3p55k87B/2002-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/Kd2nWVMy-AJoWt6SVML-(edit).jpg?t=164855399231",0,CA
2002,Porsche,996 911,57100,Clean,"Indianapolis, IN 46260",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Black,Black,0,61500,4/8/22,https://carsandbids.com/auctions/rNvMzPdb/2002-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/8864cd06c16cf34eddf5229bf01bf6bfafe9d766/photos/rGqo1emE-jLGeBncrEe-(edit).jpg?t=164848753332",1,IN
2003,Porsche,996 911,111200,Clean,"Smyrna, TN 37167",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Basalt Black Metallic,Black,10,34250,4/7/22,https://carsandbids.com/auctions/KPxenoVQ/2003-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/KDqleMpa-6nV_yL_1sxZ2-2-djvIextfE-.jpg?t=164858910467",0,TN
2004,Porsche,996 911,31000,Clean,"Los Angeles, CA 90041",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Guards Red,Black,3,55500,4/1/22,https://carsandbids.com/auctions/3LjpwVAo/2004-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/98AOqBQ3-KgnB74KHyx-(edit).jpg?t=164775901200",0,CA
2001,Porsche,996 911,61200,Clean,"Clayton, NC 27527",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Seal Grey Metallic,Graphite Grey,4,31000,3/31/22,https://carsandbids.com/auctions/rJn1BMRw/2001-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/8864cd06c16cf34eddf5229bf01bf6bfafe9d766/photos/37bV84P7-Euts0fTfxs-(edit).jpg?t=164787739999",0,NC
2003,Porsche,996 911,153200,Clean,"Corpus Christi, TX 78401",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Slate Grey Metallic,Black,7,29000,3/28/22,https://carsandbids.com/auctions/9eXE578A/2003-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/rbgLdYAy.wmPzlgco4-(edit).jpg?t=163812949224",0,TX
2003,Porsche,996 911,110600,Clean,"Canton, GA 30115",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Polar Silver Metallic,Graphite Grey,1,31996,2/25/22,https://carsandbids.com/auctions/92nkx0bb/2003-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/rboRaJO2.BngfAA6ha-(edit).jpg?t=164459296322",0,GA
2003,Porsche,996 911,68500,Clean,"San Francisco, CA 94131",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Seal Grey Metallic,Black,4,26000,2/21/22,https://carsandbids.com/auctions/3vk8wxjR/2003-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/36dgXOel.gL49h5I4D-(edit).jpg?t=164438866325",0,CA
2003,Porsche,996 911,112100,Clean,"Orlando, FL 32806",3.6L Turbocharged Flat-6,4WD/AWD,Automatic (5-Speed),Coupe,Black,Black,9,47500,2/1/22,https://carsandbids.com/auctions/3znyG6NP/2003-porsche-911-turbo-coupe-x50,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/36M244kx.bXDJJ31Ni-(edit).jpg?t=164256188249",1,FL
